IMPLEMENTED BY,RMF CONTROL FAMILY,RMF CONTROL NUMBER,RMF CONTROL NAME - CONTROL ENHANCEMENT NAME,BASELINE IMPACT,CSF FUNCTION,CSF CATEGORY,CSF SUBCATEGORY,PRIVACY,HVA,FSA,FPKI
O,SYSTEM AND SERVICES ACQUISITION,SA-4(3),"DEVELOPMENT METHODS, TECHNIQUES, AND PRACTICES",NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(5),"SYSTEM, COMPONENT, AND SERVICE CONFIGURATIONS",H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(6),USE OF INFORMATION ASSURANCE PRODUCTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(7),NIAP-APPROVED PROTECTION PROFILES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(8),CONTINUOUS MONITORING PLAN FOR CONTROLS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(9),"FUNCTIONS, PORTS, PROTOCOLS, AND SERVICES IN USE",M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-5,SYSTEM DOCUMENTATION,L/M/H,IDENTIFY,ID.RA,ID.RA-1,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-8,SECURITY AND PRIVACY ENGINEERING PRINCIPLES,L/M/H,IDENTIFY,ID.BE,ID.BE-5,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-8,SECURITY AND PRIVACY ENGINEERING PRINCIPLES,L/M/H,NA,NA,NA,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-8,SECURITY AND PRIVACY ENGINEERING PRINCIPLES,L/M/H,PROTECT,PR.IP,PR.IP-2,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9,EXTERNAL SYSTEM SERVICES,L/M/H,DETECT,DE.CM,DE.CM-6,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9,EXTERNAL SYSTEM SERVICES,L/M/H,IDENTIFY,ID.AM,ID.AM-4,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9,EXTERNAL SYSTEM SERVICES,L/M/H,IDENTIFY,ID.SC,ID.SC-1,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9,EXTERNAL SYSTEM SERVICES,L/M/H,IDENTIFY,ID.SC,ID.SC-3,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9,EXTERNAL SYSTEM SERVICES,L/M/H,IDENTIFY,ID.SC,ID.SC-4,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9,EXTERNAL SYSTEM SERVICES,L/M/H,PROTECT,PR.AT,PR.AT-3,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-9(1),RISK ASSESSMENTS AND ORGANIZATIONAL APPROVALS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(2),"IDENTIFICATION OF FUNCTIONS, PORTS, PROTOCOLS, AND SERVICES",M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(3),ESTABLISH AND MAINTAIN TRUST RELATIONSHIP WITH PROVIDERS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(4),CONSISTENT INTERESTS OF CONSUMERS AND PROVIDERS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(5),"PROCESSING, STORAGE, AND SERVICE LOCATION",NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(6),ORGANIZATION-CONTROLLED CRYPTOGRAPHIC KEYS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(7),ORGANIZATION-CONTROLLED INTEGRITY CHECKING,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-9(8),PROCESSING AND STORAGE LOCATION — U.S. JURISDICTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-12(1),USER-INITIATED LOGOUTS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-17(1),MONITORING AND CONTROL,M/H,NA,NA,NA,NO,NO,YES,NO
O/S,ACCESS CONTROL,AC-18(3),DISABLE WIRELESS NETWORKING,L/M/H,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-2(12),ACCOUNT MONITORING FOR ATYPICAL USAGE,H,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-2(5),INACTIVITY LOGOUT,M/H,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-3(7),ROLE-BASED ACCESS CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-3(8),REVOCATION OF ACCESS AUTHORIZATIONS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-3(9),CONTROLLED RELEASE,NA,NA,NA,NA,NO,YES,NO,NO
O/S,ACCESS CONTROL,AC-4(21),PHYSICAL OR LOGICAL SEPARATION OF INFORMATION FLOWS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-4(23),MODIFY NON-RELEASABLE INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-4(26),AUDIT FILTERING ACTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-4(29),FILTER ORCHESTRATION ENGINES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-4(9),HUMAN REVIEWS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-6(4),SEPARATE PROCESSING DOMAINS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-7(4),USE OF ALTERNATE AUTHENTICATION FACTOR,NA,NA,NA,NA,NO,NO,NO,NO
O/S,ACCESS CONTROL,AC-8,SYSTEM USE NOTIFICATION,L/M/H,NA,NA,NA,NO,NO,YES,YES
O/S,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-3(6),TRANSFER AUTHORIZATIONS,H,NA,NA,NA,NO,NO,NO,NO
O/S,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-3(7),TRANSITIVE INFORMATION EXCHANGES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-7(4),RISK MONITORING,L/M/H,NA,NA,NA,YES,NO,NO,NO
O/S,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-7(6),AUTOMATION SUPPORT FOR MONITORING,NA,NA,NA,NA,NO,NO,NO,NO
O/S,"ASSESSMENT, AUTHORIZATION, AND MONITORING",CA-9(1),COMPLIANCE CHECKS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,AUDIT AND ACCOUNTABILITY,AU-10(3),CHAIN OF CUSTODY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,AUDIT AND ACCOUNTABILITY,AU-13(1),USE OF AUTOMATED TOOLS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,AUDIT AND ACCOUNTABILITY,AU-13(3),UNAUTHORIZED REPLICATION OF INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,AUDIT AND ACCOUNTABILITY,AU-4,AUDIT LOG STORAGE CAPACITY,L/M/H,PROTECT,PR.DS,PR.DS-4,NO,NO,YES,YES
O/S,AUDIT AND ACCOUNTABILITY,AU-4(1),TRANSFER TO ALTERNATE STORAGE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,AUDIT AND ACCOUNTABILITY,AU-9(5),DUAL AUTHORIZATION,NA,NA,NA,NA,NO,YES,NO,NO
O/S,AUDIT AND ACCOUNTABILITY,AU-9(6),READ-ONLY ACCESS,NA,NA,NA,NA,NO,YES,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-14,SIGNED COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-5(4),DUAL AUTHORIZATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-5(6),LIMIT LIBRARY PRIVILEGES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-6,CONFIGURATION SETTINGS,L/M/H,PROTECT,PR.IP,PR.IP-1,NO,YES,YES,YES
O/S,CONFIGURATION MANAGEMENT,CM-7,LEAST FUNCTIONALITY,L/M/H,PROTECT,PR.IP,PR.IP-1,NO,NO,YES,YES
O/S,CONFIGURATION MANAGEMENT,CM-7,LEAST FUNCTIONALITY,L/M/H,PROTECT,PR.PT,PR.PT-3,NO,NO,YES,YES
O/S,CONFIGURATION MANAGEMENT,CM-7(1),PERIODIC REVIEW,L/M/H,NA,NA,NA,NO,YES,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-7(4),UNAUTHORIZED SOFTWARE — DENY-BY-EXCEPTION,NA,NA,NA,NA,NO,NO,NO,YES
O/S,CONFIGURATION MANAGEMENT,CM-7(5),AUTHORIZED SOFTWARE — ALLOW-BY-EXCEPTION,L/M/H,NA,NA,NA,NO,NO,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-7(7),CODE EXECUTION IN PROTECTED ENVIRONMENTS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-7(8),BINARY OR MACHINE EXECUTABLE CODE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,CONFIGURATION MANAGEMENT,CM-7(9),PROHIBITING THE USE OF UNAUTHORIZED HARDWARE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,CONTINGENCY PLANNING,CP-13,ALTERNATIVE SECURITY MECHANISMS,NA,PROTECT,PR.PT,PR.PT-5,NO,NO,NO,NO
O/S,CONTINGENCY PLANNING,CP-4(5),SELF-CHALLENGE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,IDENTIFICATION AND AUTHENTICATION,IA-11,RE-AUTHENTICATION,L/M/H,PROTECT,PR.AC,PR.AC-1,NO,NO,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-11,RE-AUTHENTICATION,L/M/H,PROTECT,PR.AC,PR.AC-7,NO,NO,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-2,IDENTIFICATION AND AUTHENTICATION (ORGANIZATIONAL USERS),L/M/H,PROTECT,PR.AC,PR.AC-1,NO,YES,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-2,IDENTIFICATION AND AUTHENTICATION (ORGANIZATIONAL USERS),L/M/H,PROTECT,PR.AC,PR.AC-6,NO,YES,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-2,IDENTIFICATION AND AUTHENTICATION (ORGANIZATIONAL USERS),L/M/H,PROTECT,PR.AC,PR.AC-7,NO,YES,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-2(5),INDIVIDUAL AUTHENTICATION WITH GROUP AUTHENTICATION,H,NA,NA,NA,NO,NO,NO,NO
O/S,IDENTIFICATION AND AUTHENTICATION,IA-4(9),ATTRIBUTE MAINTENANCE AND PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,IDENTIFICATION AND AUTHENTICATION,IA-5,AUTHENTICATOR MANAGEMENT,L/M/H,PROTECT,PR.AC,PR.AC-1,NO,YES,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-5,AUTHENTICATOR MANAGEMENT,L/M/H,PROTECT,PR.AC,PR.AC-6,NO,YES,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-5,AUTHENTICATOR MANAGEMENT,L/M/H,PROTECT,PR.AC,PR.AC-7,NO,YES,YES,YES
O/S,IDENTIFICATION AND AUTHENTICATION,IA-5(1),PASSWORD-BASED AUTHENTICATION,L/M/H,NA,NA,NA,NO,YES,NO,NO
O/S,IDENTIFICATION AND AUTHENTICATION,IA-9,SERVICE IDENTIFICATION AND AUTHENTICATION,NA,PROTECT,PR.AC,PR.AC-1,NO,NO,YES,NO
O/S,IDENTIFICATION AND AUTHENTICATION,IA-9,SERVICE IDENTIFICATION AND AUTHENTICATION,NA,PROTECT,PR.AC,PR.AC-7,NO,NO,YES,NO
O/S,INCIDENT RESPONSE,IR-4(14),SECURITY OPERATIONS CENTER,NA,NA,NA,NA,NO,NO,NO,NO
O/S,INCIDENT RESPONSE,IR-4(5),AUTOMATIC DISABLING OF SYSTEM,NA,NA,NA,NA,NO,NO,NO,NO
O/S,MAINTENANCE FAMILY,MA-3(4),RESTRICTED TOOL USE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,MAINTENANCE FAMILY,MA-3(5),EXECUTION WITH PRIVILEGE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,MAINTENANCE FAMILY,MA-3(6),SOFTWARE UPDATES AND PATCHES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,MAINTENANCE FAMILY,MA-4(6),CRYPTOGRAPHIC PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,RISK ASSESSMENT,RA-10,THREAT HUNTING,NA,IDENTIFY,ID.RA,ID.RA-2,NO,NO,NO,NO
O/S,RISK ASSESSMENT,RA-10,THREAT HUNTING,NA,IDENTIFY,ID.RA,ID.RA-3,NO,NO,NO,NO
O/S,SUPPLY CHAIN RISK MANAGEMENT,SR-3,SUPPLY CHAIN CONTROLS AND PROCESSES,L/M/H,IDENTIFY,ID.BE,ID.BE-1,NO,NO,NO,YES
O/S,SUPPLY CHAIN RISK MANAGEMENT,SR-3,SUPPLY CHAIN CONTROLS AND PROCESSES,L/M/H,IDENTIFY,ID.SC,ID.SC-1,NO,NO,NO,YES
O/S,SUPPLY CHAIN RISK MANAGEMENT,SR-3,SUPPLY CHAIN CONTROLS AND PROCESSES,L/M/H,IDENTIFY,ID.SC,ID.SC-2,NO,NO,NO,YES
O/S,SUPPLY CHAIN RISK MANAGEMENT,SR-3,SUPPLY CHAIN CONTROLS AND PROCESSES,L/M/H,IDENTIFY,ID.SC,ID.SC-3,NO,NO,NO,YES
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-12,CRYPTOGRAPHIC KEY ESTABLISHMENT AND MANAGEMENT,L/M/H,NA,NA,NA,NO,NO,YES,YES
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-12(1),AVAILABILITY,H,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-12(2),SYMMETRIC KEYS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-12(3),ASYMMETRIC KEYS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-12(6),PHYSICAL CONTROL OF KEYS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-17,PUBLIC KEY INFRASTRUCTURE CERTI,M/H,NA,NA,NA,NO,NO,NO,YES
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-28(3),CRYPTOGRAPHIC KEYS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-3(3),MINIMIZE NONSECURITY FUNCTIONALITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-3(4),MODULE COUPLING AND COHESIVENESS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-3(5),LAYERED STRUCTURES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-32,SYSTEM PARTITIONING,NA,NA,NA,NA,NO,NO,YES,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-32(1),SEPARATE PHYSICAL DOMAINS FOR PRIVILEGED FUNCTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-41,PORT AND I/O DEVICE ACCESS,NA,NA,NA,NA,NO,NO,YES,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-43,USAGE RESTRICTIONS,NA,NA,NA,NA,NO,NO,YES,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-47,ALTERNATE COMMUNICATIONS PATH,NA,PROTECT,PR.PT,PR.PT-4,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-48,SENSOR RELOCATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-48(1),DYNAMIC RELOCATION OF SENSORS OR MONITORING CAPABILITIES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-49,HARDWARE-ENFORCED SEPARATION AND POLICY ENFORCEMENT,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-50,SOFTWARE-ENFORCED SEPARATION AND POLICY ENFORCEMENT,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-51,HARDWARE-BASED PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(21),ISOLATION OF SYSTEM COMPONENTS,H,NA,NA,NA,NO,YES,NO,NO
O/S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(24),PERSONALLY IDENTIFIABLE INFORMATION,NA,NA,NA,NA,YES,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-10(1),MANUAL OVERRIDE CAPABILITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-10(3),PREDICTABLE BEHAVIOR,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-13(4),STANDBY COMPONENT INSTALLATION AND NOTIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-18,PERSONALLY IDENTIFIABLE INFORMATION QUALITY OPERATIONS,NA,NA,NA,NA,YES,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-18(1),AUTOMATION SUPPORT,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-18(2),DATA TAGS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-18(3),COLLECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-18(4),INDIVIDUAL REQUESTS,NA,NA,NA,NA,YES,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-18(5),NOTICE OF CORRECTION OR DELETION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19,DE-IDENTIFICATION,NA,NA,NA,NA,YES,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19(1),COLLECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19(2),ARCHIVING,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19(3),RELEASE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19(5),STATISTICAL DISCLOSURE CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19(6),DIFFERENTIAL PRIVACY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-19(8),MOTIVATED INTRUDER,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-2(4),AUTOMATED PATCH MANAGEMENT TOOLS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-2(5),AUTOMATIC SOFTWARE AND FIRMWARE UPDATES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-2(6),REMOVAL OF PREVIOUS VERSIONS OF SOFTWARE AND FIRMWARE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-20,TAINTING,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-21,INFORMATION REFRESH,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-22,INFORMATION DIVERSITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-23,INFORMATION FRAGMENTATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-3,MALICIOUS CODE PROTECTION,L/M/H,DETECT,DE.CM,DE.CM-4,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-3,MALICIOUS CODE PROTECTION,L/M/H,DETECT,DE.DP,DE.DP-3,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-3(4),UPDATES ONLY BY PRIVILEGED USERS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.AE,DE.AE-1,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.AE,DE.AE-2,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.AE,DE.AE-3,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.AE,DE.AE-4,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.CM,DE.CM-1,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.CM,DE.CM-4,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.CM,DE.CM-5,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.CM,DE.CM-6,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.CM,DE.CM-7,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.DP,DE.DP-2,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.DP,DE.DP-3,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.DP,DE.DP-4,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,DETECT,DE.DP,DE.DP-5,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,IDENTIFY,ID.RA,ID.RA-1,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,PROTECT,PR.DS,PR.DS-5,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,PROTECT,PR.IP,PR.IP-8,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4,SYSTEM MONITORING,L/M/H,RESPOND,RS.AN,RS.AN-1,NO,YES,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4(1),SYSTEM-WIDE INTRUSION DETECTION SYSTEM,NA,NA,NA,NA,NO,YES,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4(11),ANALYZE COMMUNICATIONS TRAFFIC ANOMALIES,NA,NA,NA,NA,NO,YES,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4(12),AUTOMATED ORGANIZATION-GENERATED ALERTS,H,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4(13),ANALYZE TRAFFIC AND EVENT PATTERNS,NA,NA,NA,NA,NO,YES,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4(16),CORRELATE MONITORING INFORMATION,NA,NA,NA,NA,NO,YES,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-4(18),ANALYZE TRAFFIC AND COVERT EXFILTRATION,NA,NA,NA,NA,NO,YES,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-7,"SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY",M/H,PROTECT,PR.DS,PR.DS-6,NO,NO,YES,YES
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-7(12),INTEGRITY VERIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND INFORMATION INTEGRITY,SI-7(17),RUNTIME APPLICATION SELF-PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(1),CLEAR ABSTRACTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(10),HIERARCHICAL TRUST,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(11),INVERSE MODIFICATION THRESHOLD,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(12),HIERARCHICAL PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(13),MINIMIZED SECURITY ELEMENTS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(14),LEAST PRIVILEGE,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(15),PREDICATE PERMISSION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(16),SELF-RELIANT TRUSTWORTHINESS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(17),SECURE DISTRIBUTED COMPOSITION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(18),TRUSTED COMMUNICATIONS CHANNELS,NA,NA,NA,NA,NO,NO,NO,NO
